offer_type,attributes,accuracy,labels,rec_ins_dt
bogo,"['tenure_years', 'gender_F', 'duration']",0.5395069532237674,[False  True],2020-05-02 08:42:38.039428
bogo,"['tenure_years', 'gender_F', 'web']",0.6311630847029077,[False  True],2020-05-02 08:42:38.447472
bogo,"['tenure_years', 'gender_F', 'social']",0.6099873577749684,[False  True],2020-05-02 08:42:38.784876
bogo,"['tenure_years', 'gender_F', 'email']",0.5761694058154235,[False  True],2020-05-02 08:42:39.173922
bogo,"['tenure_years', 'gender_F', 'mobile']",0.6532869785082175,[False  True],2020-05-02 08:42:39.571478
bogo,"['tenure_years', 'gender_O', 'reward']",0.6311630847029077,[False  True],2020-05-02 08:42:39.905881
bogo,"['tenure_years', 'gender_O', 'difficulty']",0.6321112515802781,[False  True],2020-05-02 08:42:40.286918
bogo,"['tenure_years', 'gender_O', 'duration']",0.6005056890012642,[False  True],2020-05-02 08:42:40.708555
bogo,"['tenure_years', 'gender_O', 'web']",0.6374841972187105,[False  True],2020-05-02 08:42:41.047456
bogo,"['tenure_years', 'gender_O', 'social']",0.5309734513274337,[False  True],2020-05-02 08:42:41.406922
bogo,"['tenure_years', 'gender_O', 'email']",0.6207332490518331,[False  True],2020-05-02 08:42:41.888704
bogo,"['tenure_years', 'gender_O', 'mobile']",0.5293931731984829,[False  True],2020-05-02 08:42:42.738963
bogo,"['tenure_years', 'reward', 'difficulty']",0.622629582806574,[False  True],2020-05-02 08:42:43.226759
bogo,"['tenure_years', 'reward', 'duration']",0.5749051833122629,[False  True],2020-05-02 08:42:43.588720
bogo,"['tenure_years', 'reward', 'web']",0.618204804045512,[False  True],2020-05-02 08:42:43.941156
bogo,"['tenure_years', 'reward', 'social']",0.5938685208596713,[False  True],2020-05-02 08:42:44.287077
bogo,"['tenure_years', 'reward', 'email']",0.6355878634639697,[False  True],2020-05-02 08:42:44.653550
bogo,"['tenure_years', 'reward', 'mobile']",0.6381163084702908,[False  True],2020-05-02 08:42:45.050105
bogo,"['tenure_years', 'difficulty', 'duration']",0.6321112515802781,[False  True],2020-05-02 08:42:45.470221
bogo,"['tenure_years', 'difficulty', 'web']",0.6457016434892541,[False  True],2020-05-02 08:42:45.828171
bogo,"['tenure_years', 'difficulty', 'social']",0.6229456384323641,[False  True],2020-05-02 08:42:46.201665
bogo,"['tenure_years', 'difficulty', 'email']",0.5884955752212391,[False  True],2020-05-02 08:42:46.594734
bogo,"['tenure_years', 'difficulty', 'mobile']",0.5973451327433629,[False  True],2020-05-02 08:42:46.973241
bogo,"['tenure_years', 'duration', 'web']",0.5815423514538559,[False  True],2020-05-02 08:42:47.395364
bogo,"['tenure_years', 'duration', 'social']",0.6125158027812895,[False  True],2020-05-02 08:42:48.037569
bogo,"['tenure_years', 'duration', 'email']",0.5850189633375474,[False  True],2020-05-02 08:42:48.581519
bogo,"['tenure_years', 'duration', 'mobile']",0.5066371681415929,[False  True],2020-05-02 08:42:49.057301
bogo,"['tenure_years', 'web', 'social']",0.6554993678887484,[False  True],2020-05-02 08:42:49.428312
bogo,"['tenure_years', 'web', 'email']",0.6216814159292036,[False  True],2020-05-02 08:42:49.832392
bogo,"['tenure_years', 'web', 'mobile']",0.6520227560050569,[False  True],2020-05-02 08:42:50.185830
bogo,"['tenure_years', 'social', 'email']",0.5843868520859671,[False  True],2020-05-02 08:42:50.549797
bogo,"['tenure_years', 'social', 'mobile']",0.5398230088495575,[False  True],2020-05-02 08:42:50.937327
bogo,"['tenure_years', 'email', 'mobile']",0.5635271807838179,[False  True],2020-05-02 08:42:51.383514
bogo,"['gender_M', 'gender_F', 'gender_O']",0.4595448798988622,[False  True],2020-05-02 08:42:51.690832
bogo,"['gender_M', 'gender_F', 'reward']",0.6336915297092288,[False  True],2020-05-02 08:42:52.001156
bogo,"['gender_M', 'gender_F', 'difficulty']",0.6390644753476612,[False  True],2020-05-02 08:42:52.304462
bogo,"['gender_M', 'gender_F', 'duration']",0.5666877370417194,[False  True],2020-05-02 08:42:52.585709
bogo,"['gender_M', 'gender_F', 'web']",0.6694058154235145,[False  True],2020-05-02 08:42:52.865961
bogo,"['gender_M', 'gender_F', 'social']",0.4693426042983565,[False  True],2020-05-02 08:42:53.089555
bogo,"['gender_M', 'gender_F', 'email']",0.4677623261694058,[False  True],2020-05-02 08:42:53.332201
bogo,"['gender_M', 'gender_F', 'mobile']",0.4775600505689001,[False  True],2020-05-02 08:42:53.527721
bogo,"['gender_M', 'gender_O', 'reward']",0.634007585335019,[False  True],2020-05-02 08:42:53.737277
bogo,"['gender_M', 'gender_O', 'difficulty']",0.6311630847029077,[False  True],2020-05-02 08:42:53.929287
bogo,"['gender_M', 'gender_O', 'duration']",0.6905815423514539,[False  True],2020-05-02 08:42:54.123302
bogo,"['gender_M', 'gender_O', 'web']",0.6690897597977244,[False  True],2020-05-02 08:42:54.339878
bogo,"['gender_M', 'gender_O', 'social']",0.4503792667509482,[False  True],2020-05-02 08:42:54.532891
bogo,"['gender_M', 'gender_O', 'email']",0.4529077117572693,[False  True],2020-05-02 08:42:54.729414
bogo,"['gender_M', 'gender_O', 'mobile']",0.4503792667509482,[False  True],2020-05-02 08:42:54.946490
bogo,"['gender_M', 'reward', 'difficulty']",0.6403286978508217,[False  True],2020-05-02 08:42:55.140006
bogo,"['gender_M', 'reward', 'duration']",0.5749051833122629,[False  True],2020-05-02 08:42:55.355578
bogo,"['gender_M', 'reward', 'web']",0.5543615676359039,[False  True],2020-05-02 08:42:55.632814
bogo,"['gender_M', 'reward', 'social']",0.5847029077117573,[False  True],2020-05-02 08:42:55.869944
bogo,"['gender_M', 'reward', 'email']",0.634007585335019,[False  True],2020-05-02 08:42:56.081005
bogo,"['gender_M', 'reward', 'mobile']",0.6242098609355247,[False  True],2020-05-02 08:42:56.274018
bogo,"['gender_M', 'difficulty', 'duration']",0.4949431099873578,[False  True],2020-05-02 08:42:56.498114
